ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,_was_shipping_method,_was_shipping_method_conditions,_priority,_dp_original,slide_template,_vc_post_settings,category_sticky_post,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,yst_prominent_words_version,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18493,"zone2 (Липецкая область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-lipetskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Липецкая обл, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Липецкая обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Липецк"";}}}",1,3048,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-lipetskaya-oblast,,,0,0,0,open,open,2016-03-18
18494,"zone2 (Липецк)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-lipetsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Липецкая обл, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Липецкая обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Липецк"";}}}",1,3049,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-lipetsk,,,0,0,0,open,open,2016-03-18
18495,"zone2 (Орел)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-orel/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Орловская обл, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:2:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Орловская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:8:""Орел"";}}i:2;a:3:{i:1578507166;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1491425789;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Орловская обл"";}i:205594100;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:8:""Орёл"";}}}",1,3050,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",0,0,,"a:1:{i:0;s:1:""0"";}",,,publish,312,zone2-orel,,,0,0,0,open,open,2016-06-09
18496,"zone2 (Орловская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-orlovskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Орловская обл, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:2:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Орловская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:8:""Орел"";}}i:2;a:3:{i:1311388217;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1206387164;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Орловская обл"";}i:1393137831;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:8:""Орёл"";}}}",1,3051,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,"a:1:{i:0;s:1:""0"";}","a:1:{i:0;s:15:""Default Sidebar"";}",0,0,,"a:1:{i:0;s:1:""0"";}",,,publish,312,zone2-orlovskaya-oblast,,,0,0,0,open,open,2016-06-09
18497,"zone2 (Пенза)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-penza/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Пензенская обл, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Пензенская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:10:""Пенза"";}}}",1,3052,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-penza,,,0,0,0,open,open,2016-03-18
18498,"zone2 (Пензенская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-penzenskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Пензенская обл, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Пензенская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:10:""Пенза"";}}}",1,3044,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-penzenskaya-oblast,,,0,0,0,open,open,2016-03-18
18499,"zone2 (Смоленск)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-smolensk/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Смоленская обл, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Смоленская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Смоленск"";}}}",1,3054,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-smolensk,,,0,0,0,open,open,2016-03-18
18500,"zone2 (Смоленская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-smolenskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Смоленская обл, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Смоленская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Смоленск"";}}}",1,3055,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-smolenskaya-oblast,,,0,0,0,open,open,2016-03-18
18501,"zone2 (Тамбов)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-tambov/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Тамбовская обл, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Тамбовская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Тамбов"";}}}",1,3056,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-tambov,,,0,0,0,open,open,2016-03-18
18502,"zone2 (Тамбовская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-tambovskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Тамбовская обл, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Тамбовская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Тамбов"";}}}",1,3057,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-tambovskaya-oblast,,,0,0,0,open,open,2016-03-18
18503,"zone2 (Чебоксары)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-cheboksary/,,,,,,,"a:6:{s:14:""shipping_title"";s:53:""Чувашская республика, Россия"";s:13:""shipping_cost"";s:3:""620"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:59:""RU_Чувашская Республика - Чувашия"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Чебоксары"";}}}",1,3058,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-cheboksary,,,0,0,0,open,open,2016-03-18
18504,"zone2 (Чувашская республика)",,,2016-03-18,was,https://euroroaming.ru/was/zone2-chuvashskaya-respublika/,,,,,,,"a:6:{s:14:""shipping_title"";s:53:""Чувашская республика, Россия"";s:13:""shipping_cost"";s:3:""930"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:59:""RU_Чувашская Республика - Чувашия"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Чебоксары"";}}}",1,3059,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone2-chuvashskaya-respublika,,,0,0,0,open,open,2016-03-18
18505,"zone1 (Тула)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-tula/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Тульская обл, Россия"";s:13:""shipping_cost"";s:3:""520"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Тульская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:8:""Тула"";}}}",1,2707,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone1-tula,,,0,0,0,open,open,2016-03-18
18506,"zone1 (Тульская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-tulskaya-oblast-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Тульская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Тульская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:8:""Тула"";}}}",1,2784,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone1-tulskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18507,"zone1 (Ярославль)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-yaroslavl/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Ярославская обл, Россия"";s:13:""shipping_cost"";s:3:""520"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Ярославская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Ярославль"";}}}",1,3063,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone1-yaroslavl,,,0,0,0,open,open,2016-03-18
18508,"zone1 (Ярославская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone1-yaroslavskaya-oblast-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Ярославская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Ярославская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Ярославль"";}}}",1,3064,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone1-yaroslavskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18509,"zone3 (Волгоград)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-volgograd/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Волгоградская обл, Россия"";s:13:""shipping_cost"";s:3:""700"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Волгоградская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Волгоград"";}}}",1,3065,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-volgograd,,,0,0,0,open,open,2016-03-18
18510,"zone3 (Волгоградская область, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-volgogradskaya-oblast-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Волгоградская обл, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Волгоградская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Волгоград"";}}}",1,3066,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-volgogradskaya-oblast-rossiya,,,0,0,0,open,open,2016-03-18
18511,"zone4 (Астрахань)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-astrahan/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Астраханская обл, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Астраханская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Астрахань"";}}}",1,3053,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-astrahan,,,0,0,0,open,open,2016-03-18
18512,"zone4 (Астраханская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-astrahanskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Астраханская обл, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Астраханская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Астрахань"";}}}",1,3054,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-astrahanskaya-oblast,,,0,0,0,open,open,2016-03-18
18513,"zone4 (Екатеринбург)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-ekaterinburg/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Свердловская обл, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Свердловская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""Екатеринбург"";}}}",1,3084,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-ekaterinburg,,,0,0,0,open,open,2016-03-18
18514,"zone4 (Свердловская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sverdlovskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Свердловская обл, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Свердловская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:24:""Екатеринбург"";}}}",1,3085,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-sverdlovskaya-oblast,,,0,0,0,open,open,2016-03-18
18515,"zone4 (Калининград)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-kaliningrad/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Калининградская обл, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Калининградская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Калининград"";}}}",1,3086,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-kaliningrad,,,0,0,0,open,open,2016-03-18
18516,"zone4 (Калининградская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-kaliningradskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Калининградская обл, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Калининградская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Калининград"";}}}",1,3087,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-kaliningradskaya-oblast,,,0,0,0,open,open,2016-03-18
